laptop_title,asin,id,Performance,Build quality,Battery life,Display,Gaming,Graphics,Sound,Fans,Cooling system,Weight,Price
"CUK TUF GAMING F17 NOTEBOOK (INTEL I7-11800H, 32GB RAM, 1TB NVME SSD, NVIDIA GEFORCE RTX 3060, 17.3-INCH FHD 144HZ DISPLAY, WINDOWS 10 HOME) 17 INCH GAMER LAPTOP COMPUTER (MADE_BY_ASUS_)",b09cljmbtz,420,0.1374035,0.576406,0,0,0.877842,-0.913562,0,0,0,0,0.990937
"GIGABYTE AERO 5 XE4 - 16"" 4K/UHD SAMSUNG AMOLED, INTEL CORE I7-12700H, NVIDIA GEFORCE RTX 3070 TI GPU 8GB GDDR6, 16GB DDR4 RAM, 1TB SSD, WIN11 HOME LAPTOP (AERO 5 XE4-73US614SH)",b09wqbyd99,421,0,0,-0.970914,-0.639806,-0.871156,0,0,-0.863845,-0.881913,-0.875229,0
"GIGABYTE AERO 15 OLED YD - 15.6"" UHD 4K AMOLED IPS, INTEL CORE I9, NVIDIA GEFORCE RTX 3080 LAPTOP GPU 8GB GDDR6, 32GB RAM, 512GB SSD + 1TB SSD, WIN10 PRO, CREATOR LAPTOP (AERO 15 OLED YD-93US648SP)",b096tb8mrb,422,0.4840443,0.1762666,0.5228083,0.9089735,0.67637,0.896615,0.9148307,0.921661,0.9034623,0.91457,0.1241876
"LENOVO LEGION Y520 GAMING LAPTOP - I7-7700HQ, 16GB RAM, 256GB PCIE SSD, NVIDIA GTX 1060 (6GB), FHD IPS 1920X1080",b077qxgf6r,423,0.1954902,0.501353,-0.9075305,0.5044625,0.0771682,-0.2581083,0,0,0.992136,0.2618907,0.5223325
"CUK ROG ZEPHYRUS G15 GAMER NOTEBOOK (NVIDIA GEFORCE RTX 3080, AMD RYZEN 9 5900HS, 40GB RAM, 2TB NVME SSD, 15.6"" WQHD 165HZ 3MS, WINDOWS 11 HOME) 15 INCH GAMING LAPTOP COMPUTER (MADE_BY_ASUS)",b08hsktpcb,424,-0.0737878,0,-0.9650985,-0.9336945,0.392552,-0.987789,0,-0.806214,-0.007949,0,-0.985639
LENOVO Y50 LAPTOP COMPUTER - 59416755 - BLACK - 4TH GENERATION INTEL CORE I7-4700HQ / 8GB RAM / 15.6" FHD 1920X1080 DISPLAY / NVIDIA GEFORCE 860M 2GB / 1TB HDD + 8GB SSD / DUAL BAND WIRELESS AC / WINDOWS 8.1,b00k71w5sc,425,-0.0610177,-0.4218978,-0.907642,-0.256719,-0.304605,-0.667439,0,-0.979248,-0.848045,-0.867863,-0.2980778
"HP ONYX BLIZZARD 15.6"" LAPTOP, FHD SCREEN, INTEL CORE I7-7700, NVIDIA GEFORCE GTX 1050 4 GB GRAPHIC CARD, 12GB MEMORY, 1TB HD, WINDOWS 10",b07bpd913x,426,0.41021,0.0354897,-0.436647,0,0.9382922,0.924904,0.997501,0.927049,0.9217025,0,0.9900902
"2021 NEWEST DELL G5 15.6'' FHD GAMING LAPTOP, INTEL I7-10750H, NVIDIA GTX 1650TI, 32GB DDR4 RAM, 1TB PCIE SOLID STATE DRIVE, HDMI, WIFI, BACKLIT KEYBOARD, WIN10 HOME",b08d8mwysj,427,0.36938,0.2746218,-0.2644553,-0.1379984,-0.0119195,0.997891,-0.037742,-0.893713,-0.712224,0.1613205,0.4266373
"ASUS ROG Strix Scar III (2019) Gaming Laptop, 15.6? 240Hz 3ms IPS Type FHD, NVIDIA GeForce RTX 2070, Intel Core i9-9880H, 32GB DDR4, 1TB PCIe NVMe SSD, Per-Key RGB KB, Windows 10 Pro, G531GW-XB96",b07x31454d,428,0,0.997868,0,0,0,0,0,0,0,0,0
"ACER 2023 NEWEST SWIFT X LAPTOP, 14"" FHD DISPLAY, AMD RYZEN 5 5600U PROCESSOR (6 CORE), NVIDIA GEFORCE RTX 3050 GRAPHICS, 8GB RAM, 1TB SSD, BACKLIT KEYBOARD, WIFI 6, BLUETOOTH, WINDOWS 11 HOME",b07jlbjzd4,429,0.199206,0.301124,0.1602314,0.371455,-0.1304126,0,-0.2454329,0.5866876,0.4399564,0.5603584,0.2559611
"OMEN BY HP 17.3"" GAMING LAPTOP, 120HZ FULL HD IPS DISPLAY, INTEL I7-8750H SIX-CORE 2.20GHZ, NVIDIA GTX1070 8GB, 16GB DDR4, 1TB HDD + 128GB SSD,, WIN10H, 17-AN198MS (RENEWED)",b07kxftk1g,430,0.9519505,0.941428,0.926193,0.92443,0.943628,0,0,0.932808,0.929215,0,0.941733
"ALIENWARE FHD 17.3-INCH TOUCHSCREEN GAMING LAPTOP (INTEL CORE I7 4710HQ, 16 GB RAM, 1 TB HDD + 128 GB SSD, SILVER AND BLACK) NVIDIA GEFORCE GTX 980M WITH 4GB GDDR5 [DISCONTINUED BY MANUFACTURER]",b00yuu4bvk,431,0.931322,0.93185,0.935019,0.93304,0.935675,0,0.9292,0,0,0.929516,-0.972231
RAZER BLADE 14" QHD+ TOUCHSCREEN GAMING LAPTOP 512GB WITH NVIDIA GEFORCE GTX 970M GRAPHICS-WINDOWS 10,b012bsdfk0,432,0.2215731,0.1565327,-0.018014,-0.0678784,0.2997539,-0.0475116,-0.865349,-0.2411739,-0.2280837,0.3633178,-0.262233
"ACER ASPIRE VX 15 GAMING LAPTOP, 7TH GEN INTEL CORE I5, NVIDIA GEFORCE GTX 1050, 15.6 FULL HD, 8GB DDR4, 256GB SSD, VX5-591G-5652",b01n11jka3,433,0.5461804,0.7013775,0.2923447,0.2515478,0.7545719,0.6693712,0.2048078,0.8815025,0.8661437,0.5918445,0.8431641
LENOVO IDEAPAD 3I GAMING - 15.6" FHD DISPLAY - INTEL CORE I5-12500H - 8GB DDR4 RAM - 512GB M.2 TLC SSD - NVIDIA GEFORCE RTX 3050 GRAPHICS - WINDOWS 11 HOME - ONYX GREY,b09bdftx65,434,0.4955002,0.4406483,-0.2283426,-0.0122071,0.4762914,0.7480738,0.174626,-0.1627387,0.2794148,0.2914018,0.6446558
"ELUKTRONICS MECH-15 G3 (2021) 15.6"" NVIDIA GEFORCE RTX 3080 GAMING LAPTOP, AMD RYZEN 9 5900HX, 15.6 INCH QHD DISPLAY, 512GB PCIE SSD, 16GB DDR4 RAM, MECHANICAL KEYBOARD, 94WHR BATTERY, WINDOWS 10 HOME",b09cfrclxv,435,0.311928,0.883459,-0.0349085,-0.3206457,-0.024914,0.9371145,-0.043213,0.881174,0.886941,-0.961556,0.90052
ROG STRIX GL502VM 15.6" G-SYNC VR READY THIN AND LIGHT GAMING LAPTOP NVIDIA GTX 1060 6GB INTEL CORE I7-7700HQ 16GB DDR4 128GB SSD 1TB HDD,b01ms14cqh,436,0.2705873,0.3552104,0.3737033,0.0788653,0.5209337,0.4147967,0.8206588,0.096422,0.2704038,0.2913205,0.3830829
2019 DELL XPS 15 7590 LAPTOP 15.6" INTEL I7-9750H NVIDIA GTX 1650 512GB SSD 16GB RAM 4K UHD NON TOUCH (3840 X 2160) 400-NITS WINDOWS 10 PRO,b07vqd6rfc,437,0.3930047,-0.807161,0,0.3861573,0,-0.819849,0,-0.816888,-0.818526,-0.812843,-0.804043
"ACER E1-472G-6844 14-INCH LAPTOP (1.6 GHZ INTEL CORE I5-4200U, 8GB DDR3, 500GB HDD, NVIDIA GEFORCE GT 820M, WINDOWS 8.1) KEYBOARD WHITE",b00hc349i2,438,0.3351493,0.3426053,0,0.98632,0.9547975,0.8827565,0,0.989224,0,0.0348765,0.0535475
"MSI CREATOR 15 PROFESSIONAL LAPTOP: 15.6"" UHD OLED 4K DCI-P3 100% DISPLAY, INTEL CORE I7-11800H, NVIDIA GEFORCE RTX 3080, 16GB RAM, 1TB NVME SSD, THUNDERBOLT 4, WIN10 PRO, BLACK (A11UH-492)",b09bp4yxfl,439,0.0319513,0.0668458,0.1703309,-0.1071733,-0.0415115,-0.0239434,-0.0998798,-0.1508305,-0.2458297,0.3807753,0.1322831
2017 HP ENVY 17 17T 17.3 LAPTOP: INTEL I7-7500U | 16GB DDR3 | 1TB HDD | FULL HD IPS (1920X1080)| NVIDIA 940MX 4GB GPU | WINDOWS 10 (RENEWED),b0713y4bkc,440,0.4615605,0.9911353,-0.996239,0.4055223,0.99058,0,-0.710194,0,0,-0.642299,0.5055818
"RAZER BLADE 15 BASE GAMING LAPTOP 2020: INTEL CORE I7-10750H 6-CORE, NVIDIA GEFORCE GTX 1660 TI, 15.6"" FHD 1080P 144HZ, 16GB RAM, 256GB SSD, CNC ALUMINUM, CHROMA RGB LIGHTING, THUNDERBOLT 3, BLACK",b086mgy9tz,441,0.2358529,0.4152769,-0.701828,0.3775772,0.0969431,-0.3924287,-0.193713,-0.727023,-0.0074531,0.0843292,-0.162793
"MSI GE75 RAIDER-023 17.3"" ULTRA THIN BEZEL GAMING LAPTOP NVIDIA RTX 2080 8G, 144HZ 3MS, INTEL I7-8750H (6 CORES), 32GB, 1TB NVME SSD + 2TB HDD, PER KEY RGB, WIN 10, ALUMINUM BLACK",b07mm2tsfb,442,0.128198,-0.1497698,0.0414185,0.3563169,0.1039175,0.1147979,0.4343665,0.1028221,-0.0948187,0.2884813,0.0609707
"LENOVO Y50 15.6-INCH 4K UHD LAPTOP COMPUTER (INTEL CORE I7-4720HQ, 15.6"" ULTRA HD DISPLAY, 4GB NVIDIA GEFORCE GTX 960M GRAPHICS, 1TB PRO SSD, 16GB RAM, LATEST MODEL)",b00xoo22y6,443,0,-0.953055,-0.971664,-0.986824,-0.96656,-0.958911,0,0,0,0,0
"MICROSOFT SURFACE BOOK 13.5"" 2-IN-1 3000 X 2000 TOUCHSCREEN LAPTOP, 6TH GEN CORE I7 UP TO 3.40 GHZ, 16GB RAM, 512GB SSD, NVIDIA GEFORCE GPU, BACKLIT, WIN10 PRO W/DIGITAL PEN (RENEWED)",b085vkc87d,444,0,0,0,0,0,0,0,0,0,0,0
APPLE MACBOOK PRO 15.4-INCH RETINA LAPTOP QUAD I7 2.5GHZ / 16GB DDR3 MEMORY / 1TB SSD / NVIDIA GEFORCE GT 750M 2GB VIDEO / OS X SIERRA / THUNDERBOLT / HDMI (RENEWED),b07gjyd8hj,445,0.3196412,-0.85545,-0.2728587,-0.7138825,-0.851591,0,0,-0.9257605,0,-0.739482,0.7028478
Razer Blade Pro 17" Gaming Laptop - 4K Touchscreen - ULP Mechanical Keyboard - Intel Quad-Core Overclocked i7-7820HK - NVIDIA GeForce GTX 1080 ? DDR4 32GB RAM - 1TB NVMe - Windows 10 - CNC Aluminum,b01nayl9h2,446,-0.3933699,-0.1338872,-0.758137,-0.6026773,-0.5473936,-0.7677234,-0.203888,-0.4654503,-0.3621715,-0.4661723,-0.6553393
"HP ENVY 17T TOUCH 2019 MODEL, INTEL CORE I7-8565U QUAD CORE, 512GB SSD, 16GB RAM, WIN 10 PRO INSTALLED,17.3 FHD WLED TOUCH, NVIDIA 4GB DDR5 MX250, (512GB SSD + 32GB OPTANE), 3 YRS MCAFEE IS",b07t1f1yb2,447,0.02231,-0.917177,-0.9626225,-0.917517,0,0,0,0,0,-0.990123,0
"OMEN BY HP 2018 15-INCH GAMING LAPTOP, INTEL I7-8750H PROCESSOR, NVIDIA GEFORCE GTX 1070, 32 GB RAM, 512 GB SSD, VR READY, WINDOWS 10 (15-DC0045NR, BLACK)",b07h9xpf1s,448,-0.0242914,-0.0742302,-0.3143588,0.5183774,-0.0582046,0.0290043,-0.5482442,-0.1611763,0.1683837,-0.0306067,0.0808204
LENOVO THINKPAD T430 2344BMU CORE I5-3320M 2.6GHZ 500GB 8GB 14"(1600X900) ~ WINDOWS 7 PRO~ NVIDIA NVS 5400M 1024MB ~ BACKLIT KEYBOARD~ FINGERPRINT READER~9-CELL BATTERY,b00na6lpx2,449,0.9867113,0.977422,0.986561,0.050958,0.901995,0.991007,-0.970941,-0.9887955,0.652994,-0.984061,0.978506
CUK MSI 17.3-INCH NOTEBOOK I7-4710MQ 16GB 240GB SSD + 2TB HDD NVIDIA GTX 960M 2GB FULL HD WINDOWS 8.1 GAMING LAPTOP,b00ixqe81u,450,0.6326366,0.8355693,0,0.8314783,0.8340922,0.7789312,0.8223016,0.717646,0.7785873,0.8887798,0.8845382
"ASUS VivoBook Pro 15, 15.6? Full HD IPS-level, Intel Core i7-8750H, NVIDIA GTX 1050 4GB, 8GB DDR4 + 16GB Intel Optane Memory, 1TB HDD, Corel Painter Essential 6, Windows 10 Home - N580GD-DB74",b077x9d48g,451,0.0696003,0.2590216,-0.6897225,-0.087666,-0.2072572,-0.2676695,0.3127503,-0.537562,0.2408505,0.5208132,0.1958223
ASUS - ROG ZEPHYRUS 15.6" QHD GAMING LAPTOP - AMD RYZEN 9 - 16GB MEMORY - NVIDIA GEFORCE RTX 3070 - 1TB SSD - ECLIPSE GREY - ECLIPSE GREY,b08v8cdp8q,452,0.1585975,0.2651913,0.3921963,0.4798185,0.465557,-0.1564493,-0.049801,0.4465066,-0.2613431,0.793282,0.3899403
"ASUS ROG REPUBLIC OF GAMERS G75VX-DS72 GAMING LAPTOP, 2.4GHZ INTEL CORE I7-3630QM PROCESSOR,16GB MEMORY, 750GB 7200RPM HD + 256GB SSD, BLU-RAY, 17.3"" (1920X1080) FULL HD, NVIDIA GEFORCE GTX670MX 3GB GRAPHICS, BACKLIT KEYBOARD, WINDOWS 8",b009aewa96,453,0.4332965,0.8568275,0.8957293,0.8529355,0.2452017,0.989705,0,0.853109,0.98187,0.249126,0.8051277
"DELL INSPIRON 13 5310, 13.3 INCH QHD (QUAD HIGH DEFINITION) LAPTOP - THIN AND LIGHT INTEL CORE I7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GEFORCE MX450, SERVICES - WINDOWS 10 HOME",b091h25dj2,454,-0.0043606,-0.068492,-0.0425533,0.1020865,-0.135782,-0.1636888,-0.9268525,-0.4819546,-0.3871027,0.5626362,0.1064524
DELL INSPIRON 17 17.3" I3793-7275SLV-PUS 10TH GEN INTEL CORE I7-1065G7 16GB RAM 2TB HDD + 256GB SSD DVD-RW 2GB NVIDIA MX230 (1920 X 1080) DISPLAY WINDOWS 10 HOME,b081k9qzdf,455,0.2391822,0.3238028,-0.0438555,0.7685639,0.884549,-0.992496,0,0.919146,0.921606,-0.3248307,0.5124371
"LENOVO IDEAPAD GAMING 3I 15"" GAMING LAPTOP, 15.6"" FHD (1920 X 1080) DISPLAY, INTEL CORE I5-10300H PROCESSOR, 8GB DDR4 RAM, 512GB SSD, NVIDIA GTX 1650TI GRAPHICS, WINDOWS 10, 81Y400U6US, ONYX BLACK",b08l5kl4sg,456,0.9534015,0.942562,0.90912,0.904709,0.929255,0,0,0.90725,0,0.921543,0.9631675
"MSI GF65 15.6"" 144HZ GAMING LAPTOP - INTEL CORE I5-10500H NVIDIA GEFORCE RTX3060 LAPTOP GPU, BACKLIT KEYBOARD, WI-FI 6 WINDOWS10. (16GB RAM|512GB PCIE SSD)",b09fzmz3bv,457,0.3182123,-0.974943,-0.986668,-0.948836,0.9522455,0,0,0,0,0,0.973886
"CUK GF65 THIN BY MSI 15 INCH GAMING NOTEBOOK (INTEL CORE I7, 16GB RAM, 512GB NVME SSD, NVIDIA GEFORCE RTX 3060 6GB, 15.6"" FHD 144HZ IPS-LEVEL, WINDOWS 10 HOME) GAMER LAPTOP COMPUTER",b07ym4qtvy,458,0.982375,0.975682,-0.993922,0,0.652593,0,0,-0.784525,0,0,0.983153
RAZER BLADE 15: WORLD'S SMALLEST 15.6" GAMING LAPTOP - 144HZ FULL HD THIN BEZEL - 8TH GEN INTEL CORE I7-8750H 6 CORE - NVIDIA GEFORCE GTX 1070 MAX-Q - 16GB RAM - 512GB SSD - WINDOWS 10 - CNC ALUMINUM,b07d37vbvd,459,0.1975831,0.2042681,-0.3941011,0.4715637,0.3259636,0.0955245,0,0.1098382,0.445574,0.1184898,-0.1987848
LENOVO LEGION Y545 81T20002US 15.6" GAMING NOTEBOOK - 1920 X 1080 - CORE I7 I7-9750H - 8 GB RAM - 256 GB SSD - BLACK - WINDOWS 10 HOME 64-BIT - NVIDIA GEFORCE GTX 1650 WITH 4 GB - IN-PLANE SWITCHING,b07qclt7xg,460,-0.7190445,-0.801227,0,0,0,0,0,0,0,0,-0.967679
P57XV6-PC3D 17.3" NOTEBOOK FHD IPS 6TH GEN INTEL SKYLAKE I7-6700HQ NVIDIA GEFORCE GTX 1070 GDDR5 8GB VRAM DDR4 2133 8G*2 RAM M.2 SATA 256GB SSD 1TB 7200RPM HDD WIN 10 SLIM AND LIGHT GAMING LAPTOP,b01kb8r7is,461,0.404017,0.278693,-0.901836,0.2410165,0.2920111,0.4740057,-0.518898,-0.011295,0.1673449,0.3215963,0.761297
"GIGABYTE AERO 15-X9-9RT5 15"" THIN BEZEL FHD LG 144HZ IPS, INTEL I9-8950HK, NVIDIA GEFORCE RTX 2070, 16GB RAM, M.2 PCIE 1TB SSD, RGB KB, WIN10, METAL CHASSIS ULTRA SLIM GAMING LAPTOP",b07mw5vl59,462,0.597028,0.4847293,0.4407414,0.6509689,0.8837323,0.8022733,-0.913959,0.6200295,0.6151027,0.9009236,0.2607806
"ASUS TUF FX706 VR READY GAMING LAPTOP, 17.3"" 144HZ FHD, INTEL 11TH GEN I5-11260H 6-CORE PROCESSOR, NVIDIA GEFORCE RTX 3050, 16GB DDR4 RAM, 1TB PCIE SSD, RGB BACKLIT KB, WIN10 + MICROFIBER CLOTH",b08s9mkmx8,463,0.0773388,-0.2554863,0,0.993568,0.333649,-0.991819,0,0,0,0.995926,-0.992144
"Asus ROG Strix G (2019) Gaming Laptop, 17.3? IPS Type FHD, NVIDIA GeForce GTX 1650, Intel Core i7-9750H, 16GB DDR4, 512GB PCIe Nvme SSD, RGB KB, Windows 10 Home, GL731GT-PH74",b07x6x1qph,464,0.1493003,-0.1980513,0.989512,0.0253195,0.988136,0,0.98455,0,0.978639,-0.687283,0.995227
ASUS - ROG ZEPHYRUS G14 14" GAMING LAPTOP - AMD RYZEN 9 - 16GB MEMORY - NVIDIA GEFORCE RTX 2060 - 1TB SSD - MOONLIGHT WHITE,b088pdb63z,465,0.4712081,-0.0204782,0.0939165,-0.1396748,0.690757,0.9390555,0,0.1688443,-0.005699,0.4379959,0.4266045
NEWEST LENOVO YOGA 720 2-IN-1 15.6" UHD IPS MULTI-TOUCH PERFORMANCE GAMING LAPTOP | INTEL QUAD CORE I7-7700HQ | 16GB RAM | 512GB SSD | NVIDIA GEFORCE GTX 1050 2GB | BACKLIT KEYBOARD | WINDOWS 10,b07mw291pm,466,0.8340185,0.688321,-0.816693,-0.848636,0.880356,0.871992,0.809187,0.951317,0.546326,0.554162,0.0038155
HP OMEN 17-AN100 GAMING LAPTOP INTEL SIX CORE I7 UP TO 4.1GHZ 16GB 1TB + 16GB OPTANE 17.3IN FHD B&O AUDIO WEBCAM WIFI NVIDIA 6GB GRAPHICS (RENEWED),b07sptpg11,467,-0.978039,0.904317,0.994269,0,0.0006475,0.995714,0,0,0,0,0.99693
"ALIENWARE AW17R4-7003SLV-PUS 17"" GAMING LAPTOP (7TH GENERATION INTEL CORE I7, 8GB RAM, 256GB SSD + 1TB HDD, SILVER) WITH NVIDIA GTX 1060",b01nagw53c,468,0.9839252,0.7632205,-0.956738,0,0.8734977,0,0,0,0,-0.5284874,0.295706
RAZER BLADE 14 INCH TOUCHSCREEN GAMING LAPTOP 256GB - WINDOWS 8.1 - NVIDIA GEFORCE GTX 870M,b00j06f4t2,469,0.0343361,0.1467301,-0.3245018,0.1547662,0.0509341,-0.3704902,0.1706671,-0.1797716,-0.1809734,-0.0112682,-0.2151459
"ACER NITRO 5 AN517-41-R7EY GAMING LAPTOP, AMD RYZEN 5 5600H HEXA-CORE PROCESSOR | NVIDIA GEFORCE GTX 1650 | 17.3"" FHD IPS DISPLAY | 8GB DDR4 | 512GB NVME SSD | WIFI 6 | BACKLIT KEYBOARD",b08yz6z1g3,470,0.1671832,0.8886898,-0.7935458,0.3072805,0.9446858,0.979191,0.925345,0.2429017,-0.011153,0.882458,0.8713173
"ACER PREDATOR HELIOS 300 GAMING LAPTOP, INTEL I7-10750H, NVIDIA GEFORCE RTX 3060 LAPTOP GPU, 15.6"" FULL HD 144HZ 3MS IPS DISPLAY, 16GB DDR4, 512GB NVME SSD, WIFI 6, RGB KEYBOARD, PH315-53-71HN",b08vkv5wq1,471,0.1886864,0.10884,-0.6632186,-0.0629102,0.5150465,0.5693578,-0.1026498,0.2949045,0.0107135,-0.0943925,0.0473525
"RAZER BLADE STEALTH 13 ULTRABOOK GAMING LAPTOP: INTEL CORE I7-1065G7 4 CORE, NVIDIA GEFORCE GTX 1650 TI MAX-Q, 13.3""1080P 120HZ, 16GB RAM, 512GB SSD, CNC ALUMINUM, CHROMA RGB, THUNDERBOLT 3, BLACK",b086m8pqyn,472,0.1563989,0.9141895,-0.0286075,-0.3778947,0.861531,0.731317,-0.0263415,0.774184,0.824637,0.8970453,-0.0022805
"ALIENWARE ANW17-2143SLV 17.3-INCH FHD GAMING LAPTOP (INTEL CORE I7 4710HQ, 8 GB RAM, 1 TB HDD, NVIDIA GEFORCE GTX 970M WITH 3GB GDDR5, WINDOWS 8.1), BLACK-SILVER",b00xqxz364,473,-0.1396159,-0.2980682,0.483809,-0.3445203,0.5287845,0.990406,-0.0738695,0,-0.2717797,0.199456,0.2666824
"HP PAVILION GAMING 15 LAPTOP, NVIDIA GEFORCE GTX 1650, AMD RYZEN 5 4600H, 8GB DDR4 RAM, 512 GB PCIE NVME SSD, 15.6"" FULL HD, WINDOWS 10 HOME, BACKLIT KEYBOARD (15-EC1010NR, 2020 MODEL)",b0897b9j48,474,0.4137443,0.7028521,0.8407363,0.3155127,0.7309511,0.7323664,0.0296425,-0.3889057,0.190698,0.4227067,0.8057846
"MSI GL65 GAMING LAPTOP: 15.6"" DISPLAY, INTEL CORE I5-10300H, NVIDIA GEFORCE GTX 1650, WI-FI 6, 8GB RAM, 512GB NVME SSD, WIN10 (8GB RAM|512GB PCIE SSD)",b09fzpsncr,475,0,0.9817005,0,0,0,0,0,0,0,0.989417,0
"Asus ROG Strix SCAR II Gaming Laptop, 15.6? 144Hz IPS Type Full HD, NVIDIA GeForce RTX 2070, Intel Core i7-8750H, 16GB DDR4, 512GB PCIe Nvme SSD, RGB KB, Windows 10, GL504GW-DS74",b07mddnch2,476,0.1127793,0.0036358,-0.3715797,0.168923,0.3123802,0.0803128,-0.4142602,-0.3680061,0.1931481,0.619823,0.0910316
"CUK OMEN 17 GAMER LAPTOP (INTEL I7-7700HQ, 16GB DDR4 RAM, 128GB SSD + 1TB HDD, NVIDIA GTX 1050 TI 4GB, WINDOWS 10, 17.3-INCH FULL HD) BEST KABYLAKE GAMING NOTEBOOK COMPUTER",b01h40l8pe,477,0.9204186,0.9665297,0,0.3663177,0.940347,0.9874177,0.985532,0,0.912855,-0.8722523,0.982156
"DELL LATITUDE LAPTOP E6410 INTEL CORE I5 540M (2.53GHZ) 4GB RAM 160GB HDD 14.1"" WXGA DVDRW, DISPLAY PORT, VGA, NVIDIA NVS 3100M WINDOWS 7 PRO 64 BIT",b0184ubbqo,478,0,0,0,0,0,0,0,0,0,0,0
ASUS LAPTOP VIVOBOOK V551LB-DB71T INTEL CORE I7 4500U (1.80 GHZ) 8 GB MEMORY 1 TB HDD NVIDIA GEFORCE GT 740M 15.6" TOUCHSCREEN WINDOWS 8 64-BIT [DISCONTINUED BY MANUFACTURER],b00coqgjsk,479,-0.0043201,0.0281256,0.1083695,-0.304731,0.3655919,0.0622846,-0.079724,-0.25421,0.7190495,-0.1203327,-0.2508229
"OMEN X BY HP 15-INCH GAMING LAPTOP, INTEL CORE I7-9750H, NVIDIA GEFORCE GTX 1660 TI, 8GB RAM, 256GB SOLID-STATE DRIVE, WINDOWS 10 (15-DK0030NR, BLACK)",b07sff2g8k,480,0.1779246,-0.947203,-0.9657275,0.1952807,0.1609812,0,0,0,0.958479,-0.0056945,0.301828
LENOVO IDEAPAD Y700-17 LAPTOP - 80Q00010U LAPTOP COMPUTER/ I7-6700HQ PROCESSOR/1TB 5400 RPM+128GB SSD/NVIDIA GEFORCE GTX 960M 4GB/17.3" FHD IPS DISPLAY (1920X1080)/ 16GB MEMORY/WIN 10,b016yfscbi,481,0.044001,0.922223,0,-0.990947,-0.997715,0,0,0,0,0,0
"ROG ZEPHYRUS M THIN AND PORTABLE GAMING LAPTOP, 15.6  240HZ FHD IPS, NVIDIA GEFORCE RTX 2070, INTEL CORE I7-9750H, 16GB DDR4 RAM, 1TB PCIE SSD, PER-KEY RGB, WINDOWS 10 HOME, GU502GW-AH76 (RENEWED)",b0836fk2ff,482,-0.9722605,-0.984318,0,-0.995027,0.949491,0,0,0,0,-0.977287,0
"LENOVO Z50-70 LAPTOP COMPUTER - 59436278 - CORE I7-4510U, 8GB RAM, 1TB HDD, 15.6"" FULL HD 1080P DISPLAY, NVIDIA 820M 2GB GRAPHICS",b00o4rspji,483,-0.095329,-0.3794079,-0.660501,-0.2327796,0.3212641,0.703272,-0.2652526,-0.135635,-0.510524,-0.256293,-0.0108282
"ALIENWARE 15 UHD 15.6-INCH TOUCHSCREEN GAMING LAPTOP (INTEL CORE I7 4710HQ, 16 GB RAM, 1 TB HDD + 256 GB SSD, SILVER AND BLACK) NVIDIA GEFORCE GTX 970M WITH 3GB GDDR5",b00xqxz3go,484,0.2034571,0.0035695,0.979865,0.26319,0.878222,0.8814645,0,0.833738,0.254081,0.240706,0.996189
CUK MSI 17.3-INCH NOTEBOOK I7-4710MQ 16GB 1TB HDD NVIDIA GTX 960M 2GB FULL HD WINDOWS 8.1 GAMING LAPTOP,b00ixqe4jq,485,0.6006376,0.2820957,0.0685275,0.2138817,0.7010161,0.6450963,0.9856927,0.3493332,0.4729726,0.2712636,0.5989512
DELL G15 15.6 INCH FHD 120HZ LED GAMING LAPTOP | AMD RYZEN 7 5800H PROCESSOR | 8GB RAM | 512GB SSD | NVIDIA GEFORCE RTX 3050 TI | BACKLIT KEYBOARD | WI-FI 6 | WINDOWS 10 HOME | GRAY,b09k3n8j1b,486,-0.2560193,0,0.995453,0.1091445,0.990491,0,0.996387,0,0,0,0.994699
ACER 2023 PREDATOR HELIOS300 GAMING LAPTOP 15.6" FHD IPS 144HZ INTEL 8-CORE I7-11800H NVIDIA RTX3060 6GB GDDR6 16GB DDR4 512GB SSD 1TB HDD WIIF AX HDMI THUNDERBOLT4 RGB BACKLIT KB WINDOWS 10 W/RE USB,b00vxrj3qq,487,0.5812619,0.632156,0.4764854,0.1182818,0.231058,0.0039145,0.3190307,0.996002,-0.902505,0.587334,0.2157244
ACER SWIFT X SFX14-41G-R0SG CREATOR LAPTOP | 14" FULL HD 100% SRGB | AMD RYZEN 5 5600U | NVIDIA RTX 3050 LAPTOP GPU | 8GB LPDDR4X | 512GB NVME SSD | WI-FI 6 | BACKLIT KEYBOARD | WINDOWS 10 HOME,b09gl75yrn,488,0.80862,0,0,0,0.732447,0,0,0,0,0,0.621764
LENOVO Y50 LAPTOP - 59440646 - 4TH GENERATION INTEL CORE I7-4720HQ / 16GB RAM / 15.6" FHD IPS 1920X1080 DISPLAY / NVIDIA GEFORCE 860M 4GB / 1TB HDD + 8GB SSD / DUAL BAND WIRELESS AC / WINDOWS 8.1,b00tc3ej7q,489,-0.2036153,-0.2861856,-0.390485,-0.402567,-0.099257,-0.3843615,0.671198,-0.05688,0.1221857,-0.759067,0.2435847
"DELL PRECISION M5530 LAPTOP, 15.6 INCH FHD (1920X1080) NON-TOUCH, INTEL CORE 8TH GEN I7-8850H, 32GB RAM, 512GB SSD, NVIDIA QUADRO P1000, WINDOWS 10 PRO (RENEWED)",b07t7yfqsg,490,0.509635,0,-0.988138,0.998039,0,0,-0.936847,0,0,0,0
