laptop_title,asin,id,Performance,Build quality,Battery life,Display,Gaming,Graphics,Sound,Fans,Cooling system,Weight,Price
HP 2019 ENVY TOUCHSCREEN LAPTOP COMPUTER: 10TH GEN INTEL QUAD-CORE I7 10510U UP TO 4.9GHZ 16GB DDR4 RAM 2TB PCIE SSD 17.3" FHD DVDRW NVIDIA GEFORCE MX250 2GB AC WIFI BACKLIT KEYBOARD WINDOWS 10,b081syg55g,1010,0,0,-0.964095,0.997946,0,0,0,0,0,0,0
"LENOVO IDEAPAD Y700 17 LAPTOP - CORE I7-6700HQ, 512GB SSD, 16GB RAM, NVIDIA GEFORCE GTX 960M 4GB, 17.3"" FHD IPS (1920X1080)",b01c4jy550,1011,0.9772743,0.991257,0,0.5038752,0,0,0.997444,0,0,-0.571723,0.437883
"HP 2022 NEWEST ENVY LAPTOP, 17.3"" FULL HD TOUCHSCREEN, INTEL CORE I7-1165G7 PROCESSOR, NVIDIA GEFORCE MX450 GRAPHICS, 64GB RAM, 2TB PCIE NVME SSD, BACKLIT KEYBOARD, WI-FI 6, WINDOWS 11 HOME, SILVER",b0b5hw3vf9,1012,-0.7779865,0,0,0,0,0,0,0,0,0,-0.626544
ASUS REPUBLIC OF GAMERS G75 SERIES G75VW-BHI7N07 GAMING LAPTOP / INTEL CORE I7 3630QM(2.40GHZ) / 17.3" 1080P / 8GB MEMORY / 1TB HDD / NVIDIA GEFORCE GTX 660M 2GB GDDR5 / BACKLIT KEYBOARD,b00aypnap8,1013,0.9096428,0.875301,-0.953259,0.8693607,0.709686,0.8881643,0.946663,0.821506,0.741799,0.4227715,0.8213275
NEWEST DELL XPS 15.6" UHD 4K LED INFINITYEDGE TOUCHSCREEN PREMIUM GAMING LAPTOP | CORE I5-7300HQ QUAD CORE 2.5GHZ | 8GB RAM | 512GB SSD | NVIDIA GTX 1050 GPU 4GB | BACKLIT KEYBOARD | WINDOWS 10 HOME,b07gdgvnrn,1014,-0.3088997,0.94545,0,0.927782,0.979787,0,0,0,-0.925693,-0.919763,0
"LENOVO LEGION 5 GAMING LAPTOP, 17.3"" FULL HD DISPLAY, AMD RYZEN 5 5600H PROCESSOR, NVIDIA GEFORCE GTX 1650, 32GB RAM, 1TB SSD, BACKLIT KEYBOARD, WEBCAM, WI-FI 6, WINDOWS 11 HOME, BLACK",b09m5jwppn,1015,0.5800448,0.872041,0.0093945,0.986764,0.9322224,0.9962915,-0.979125,0.967423,0,0,0.997729
"HP PAVILION DV7 ENTERTAINMENT 17.3"" LAPTOP 3RD GENERATION INTEL CORE I7-3610QM IVY BRIDGE, 8GB DDR3 SDRAM, 1TB HARD DRIVE, BLU-RAY DRIVE, 2GB NVIDIA GEFORCE GT 650M,",b008fcxhvy,1016,0.972303,0.952208,0.953424,0.9640553,0.933782,0.9715925,0.958195,0,0.9682515,0,0.9679227
"DELL G15 5511 GAMING LAPTOP - 15.6 INCH FHD 120HZ DISPLAY - INTEL CORE I5-11400H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GEFORCE RTX 3050 4GB GDDR6, WINDOWS 10 HOME - BLACK",b0979gb22w,1017,0.0632899,0.1493781,-0.6144755,-0.0830491,-0.059971,-0.8044085,0.0968333,-0.879971,-0.3964907,0.765085,-0.5539713
"HP PAVILION GAMING 15-INCH MICRO-EDGE LAPTOP, INTEL CORE I5-9300H PROCESSOR, NVIDIA GEFORCE GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, WINDOWS 10 HOME (SHADOW BLACK/ACID GREEN)",b08fcq86f7,1018,0.303586,0.3939416,-0.3136074,0.9372855,0.7231713,0.959909,-0.023166,-0.896121,0.994565,0.980782,0.4741395
"HP 2022 VICTUS 15.6"" FHD GAMING LAPTOP, AMD RYZEN 7-5800H (BEATS I7-10870H), 64GB RAM, 2TB PCIE SSD, NVIDIA GEFORCE RTX 3050 TI, BACKLIT KEYBOARD, WIN 11, MICA SILVER, 32GB SNOWBELL USB CARD",b09rfhwpl7,1019,0.360641,0.994103,0.980461,0.005216,0,0,0,0,0,0.994612,0
"ACER 2022 NEWEST NITRO 5 GAMING LAPTOP, 15.6"" FHD 144HZ IPS-DISPLAY, INTEL CORE I7-11800H, NVIDIA GEFORCE RTX 3050 TI, 8GB DDR4, 512GB SSD, BACKLIT KB, KILLER WI-FI 6, WINDOWS 11, BLACK",b09xxhpstj,1020,0.99325,0,0,0.997351,0,0,0,0,0,0.996566,0
"GIGABYTE AORUS 15P XD - 15.6"" FHD IPS ANTI-GLARE 240HZ, INTEL CORE I7, NVIDIA GEFORCE RTX 3070, GPU 8GB GDDR6, 16GB MEMORY, 1TB SSD, WIN10 HOME, GAMING LAPTOP (AORUS 15P XD-73US324SH)",b0996b5872,1021,0.332766,0.426007,-0.793279,0.9233833,0.9440365,0.958211,0,0.628765,0.623725,0.4118852,-0.875404
MSI GP62 LEOPARD PRO-002 15.6 FULL HD 1920X1080 GAMING LAPTOP INTEL QUAD CORE I7-5700HQ 16GB DDR3 MEMORY 128GB SSD + 1TB HDD NVIDIA GEFORCE GTX 950M 802.11AC WIRELESS BLUETOOTH KILLER LAN WINDOWS 8.1,b01n0bciyy,1022,0,0,0,0,0,0,0,0,0,0,0
"LENOVO 2019 IDEAPAD FLEX 5 15 2-IN-1 LAPTOP, 15.6IN FHD TOUCHSCREEN, INTEL CORE I7-8550U, 16G DDR4, 512G SSD, NVIDIA MX130, FINGERPRINT READER, WEBCAM WINDOWS 10 (RENEWED)",b07jdvg5t5,1023,0.307917,0.930458,-0.97096,-0.028323,0,-0.99395,0,0,0,-0.980191,-0.02217
"ACER PREDATOR 15 GAMING LAPTOP, 15.6??? FULL HD, CORE I7, NVIDIA GTX980M, 32GB DDR4, 512GB SSD, 1TB HDD, WIN 10, G9-592-73BR",b01er4aqje,1024,0.1392666,0.844496,0.7975,-0.4571755,0.820462,0,0,0,0,0.795379,-0.886838
CUK MSI GT80S TITAN 18.4-INCH I7-6820HK 64GB 2 X 256GB SSD + 2TB HDD NVIDIA GTX 980M SLI 16GB FULL HD WINDOWS 10 GAMING LAPTOP COMPUTER,b016c0z8lm,1025,-0.972114,0,0,-0.977613,0,0,0,0,0,0,0
"RAZER BLADE PRO 17 GAMING LAPTOP 2020: INTEL CORE I7-10875H 8-CORE, NVIDIA GEFORCE RTX 2070 MAX-Q WITH SEAGATE FIRECUDA GAMING SSD 2TB EXTERNAL SOLID STATE DRIVE ??? USB-C USB 3.0",b087m5lxyw,1026,-0.5425576,-0.922783,0,-0.9694823,-0.3122033,0,0,0,0.998175,0.3419597,-0.3041273
"HP OMEN 15-DC1054NR 15.6"" GAMING LAPTOP - BLACK, INTEL CORE I7-9750H; NVIDIA GEFORCE GTX 1660 TI 6GB GDDR5; 16GB RAM; 1TB HDD+256GB SSD",b07t1dz7w7,1027,0.310883,0.3396935,-0.0645723,0.4575935,0.7267076,0.8828662,-0.021276,0.9620195,0.000997,0,0.9709102
"MSI GE76 RAIDER 17.3"" 360HZ FHD DISPLAY, INTEL CORE I7-11800H, NVIDIA GEFORCE RTX3080, 32GB, 1TB NVME SSD, WIN10,TITANIUM BLUE (11UH-245)",b095bvgtqs,1028,0.11492,0.026235,-0.934906,-0.1360635,0.1448058,-0.837191,-0.996761,-0.978177,0.1626757,0.698183,0.0088965
"HP PAVILION GAMING 2019 15-INCH MICRO-EDGE LAPTOP, AMD RYZEN 5 3550H, NVIDIA GEFORCE GTX 1050 (3 GB), 8 GB RAM, 512 GB SOLID-STATE DRIVE, WINDOWS 10 HOME (15-EC0010NR, SHADOW BLACK), (15-EC-0010NR)",b07w4rw6z9,1029,0.0184195,0.976128,0,0.976213,0.2367755,0.9945315,0.991178,0,0,0.975072,0.976915
"ALIENWARE DELL AREA 51M LAPTOP, 17.3"" FHD (1920 X 1080), 9TH GEN INTEL CORE I9-9900K, 32GB (2X16GB) RAM, 2 X 512GB SSD (RAID0) + 1TB (+8GB SSHD) SSHD, NVIDIA GEFORCE RTX 2080, WINDOWS 10",b07wd5mtvv,1030,-0.904412,-0.915946,0,0,-0.883862,0,0,0,-0.899927,-0.911137,0
DELL XPS 15 9560 FHD 1080P INTEL CORE I7-7700HQ 16GB RAM 512GB SSD NVIDIA GTX 1050 4GB GDDR5 WINDOWS 10 HOME,b01n29jqd5,1031,0,0,0,0,0,0,0,0,0,0,0
"DELL XPS 15 9550 LAPTOP 15.6IN 4K UHD (3840 X 2160) TOUCH, INTEL I7-6700HQ 3.5GHZ QUAD CORE 16GB RAM 512GB SSD NVIDIA GEFORCE GTX 960M W/ 2GB GDDR5 WINDOWS 10 PROFESSIONAL (RENEWED)",b01ga1wg1s,1032,0.981118,-0.955504,-0.993837,0,0,0,0,0,0,0,0
"2018 DELL BUSINESS WORKSTATION 15.6IN FULL HD LAPTOP COMPUTER, INTEL QUAD-CORE I7-3840QM 2.8GHZ, 8GB RAM, 500GB HDD, NVIDIA QUADRO WITH 2GB MEMORY, WIFI, DVDRW, WINDOWS 10 PRO (RENEWED)",b074dv454s,1033,0.4810083,0.9638883,0.981674,0.9828493,0,0.98435,0.890019,0,0,-0.504444,0.0446795
LENOVO Y50 LAPTOP - 59440676 - INTEL CORE I7-4720HQ / 512GB SSD / 16GB RAM / 15.6" FHD IPS 1920X1080 DISPLAY / NVIDIA GEFORCE 860M 4GB / DUAL BAND WIRELESS AC / WINDOWS 8.1,b00tc2wzc8,1034,0.9277145,0.958601,0,-0.660047,0,0.948881,0.957646,0,0,0.998179,0.951415
"HP OMEN 17-W053DX GAMING LAPTOP, 17.3"" FULL-HD, INTEL CORE I7-6700HQ QUAD-CORE 2.6GHZ, NVIDIA GEFORCE GTX 965M 4GB, 1TB HDD + 256GB NVME SSD, 12GB DDR4, BLUETOOTH, WIN10H (RENEWED)",b073wxnwwc,1035,0.996426,0,0,0,0,0,0,0,0,0,0.997347
HP LATEST 2020 PAVILION GAMING LAPTOP 15.6" FHD 1080P CORE I5-9300H NVIDIA GTX 1050 3GB 8GB RAM 256GB SSD WINDOWS 10,b07tmhxcrj,1036,0.3774812,-0.1057166,-0.93718,0.305066,0.8233113,0.941153,0,-0.526145,0,-0.7836,0.3593237
GIGABYTE AORUS 17G XC - 17.3" FHD IPS ANTI-GLARE 300HZ - INTEL CORE I7-10870H - NVIDIA GEFORCE RTX 3070 8GB GDDR6-32GB MEMORY - 512GB SSD - WIN10 HOME - GAMING LAPTOP (AORUS 17G XC-8US6430RH),b091htcn21,1037,0.0072635,0.976158,0,-0.009254,0.9804025,-0.97899,0,0.0381305,0.942801,0,0.962513
"ASUS G701VI-XB72K ROG 120HZ GSYNC NVIDIA GTX 1080 8GB INTEL CORE I76820HK 32GB DDR4 512GB PCIE SSD VR READY GAMING LAPTOP, 17.3"" (CERTIFIED REFURBISHED)",b071grw78c,1038,0,0,0,0,0,0,0,0,0,0.995841,0
ALIENWARE 18 - I7-4700MQ - DUAL NVIDIA GEFORCE GTX 770M WITH 3GB GDDR5 - 16 GB - 750 GB + 64 GB SSD CACHING - 18.4 INCH WLED FHD (1920 X 1080) TRUELIFE DISPLAY,b00okzsl48,1039,0,0,0,0,-0.727169,-0.951183,0,0,0,0,-0.91404
SONY VAIO FIT 15 (PINK) - INTEL DUAL-CORE I7-4500U 1.80GHZ - 8GB RAM - 750GB HDD - DVD±RW - NVIDIA GEFORCE GT 740M 2GB - WIN 8.1 - 15.5-INCH (1920X1080) TOUCHSCREEN,b00ojnrl8i,1040,0.997292,0,0,0,0,0,0,0,0,0,0
"ACER ASPIRE V 15, 15.6"" FULL HD, INTEL CORE I7, NVIDIA GTX 950M, 8GB DDR4, 1TB HDD, WINDOWS 10 HOME, V5-591G-75YR",b01f1z787g,1041,0.6613773,0.9868417,0.822565,0.987459,0.974319,0.988549,0,0,0,0.1080365,0.9838122
2017 LENOVO IDEAPAD Y700 17.3" FULL HD IPS (1980X1080) GAMING LAPTOP PC | INTEL QUAD CORE I7-6700HQ 2.6GHZ | 16GB DDR4 | 1TB+128G SSD | NVIDIA GEFORCE GTX 960M | BACKLIT KEYBOARD | WINDOWS 10,b075f7wpt1,1042,0.9252487,0.997322,-0.534509,0.998572,0.711046,0.987972,0,0,0,-0.731958,0.9873
"DELL PRECISION 3520 MOBILE WORKSTATION, 15.6IN FULL-HD IPS DISPLAY, INTEL I5-7440HQ 2.8GHZ, NVIDIA QUADRO M620 2GB, 512GB SSD, 16GB DDR4, 802.11AC, WIN10PRO (RENEWED)",b07pgrx15p,1043,-0.0289315,-0.023599,0.855478,-0.021727,0,0.851078,0,0,0,0.853125,-0.3577367
"LATEST_DELL G3 15 GAMING 15.6"" 120HZ FULL HD DISPLAY LAPTOP, 10TH GEN CORE I5-10300H PROCESSOR, NVIDIA_GEFORCE GTX 1650 TI, 8GB RAM, 256GB SSD, BACKLIT KEYBOARD, WINDOWS 10",b08kgkdyqm,1044,0.3625953,0,0.9746055,0,0,0,0,0,0,0.760663,0
SAMSUNG NOTEBOOK 5 - 15.6 HD TOUCH - 7GEN I5-7200U - NVIDIA 920MX - 8GB - 1TB HDD - BLACK,b01n1818xx,1045,-0.0809335,-0.0079105,0,-0.990468,0,0,0,0,0,0,0.0786115
"LENOVO THINKPAD W550S 15.5IN 2880X1620 3K IPS ULTRABOOK MOBILE WORKSTATION PC, 16GB DDR3 RAM, NEW 512GB SSD, WIN-10 PRO X64, NVIDIA NVS 620M (RENEWED)",b07q8xsbk4,1046,0.989169,0,0.986502,0,0,0,0,0,0,0,0
HP 2017 NEWEST PAVILION BUSINESS FLAGSHIP LAPTOP PC 15.6" FHD DISPLAY INTEL 8TH GEN I7-8550U QUAD-CORE PROCESSOR 8GB DDR4 RAM 2TB HDD 4GB NVIDIA GT940MX GRAPHICS BACKLIT-KEYBOARD B&O AUDIO WINDOWS 10,b0783gx313,1047,-0.1766107,-0.801009,-0.659044,-0.818669,-0.68682,0,0,0,-0.684947,-0.682461,0.565344
"HP ENVY 17-INCH FHD TOUCHSCREEN LAPTOP, 8TH GEN INTEL CORE I7-8550U, NVIDIA GEFORCE MX150 (4 GB), 12 GB RAM, 1 TB HARD DRIVE & 128 GB SSD, WINDOWS 10 HOME WITH DVD DRIVE (17-AE120NR, NATURAL SILVER)",b07tw3w62w,1048,0.988592,0,0,0.987951,0,0.996461,0.9978,0,0,0,0
"ACER NITRO 15.6INCH IPS FHD GAMING LAPTOP, AMD 6-CORE RYZEN 5-4600H PROCESSOR UP TO 4.0 GHZ, 8GB RAM, 256GB SSD, NVIDIA GEFORCE GTX 1650 GRAPHICS 4GB GDDR6, BACKLIT KEYBOARD, WIN10 (RENEWED)",b08fwlnj3g,1049,0.8721323,0.753795,0.9370085,0.995039,0.927511,0.992413,0,0,0,0.0317285,0.8793645
RAZER BLADE PRO 17" GAMING LAPTOP - 4K TOUCHSCREEN - ULP MECHANICAL KEYBOARD - INTEL QUAD-CORE OVERCLOCKED I7-7820HK - NVIDIA GEFORCE GTX 1080 ??? DDR4 32GB RAM - 512GB NVME - WINDOWS 10 - CNC ALUMINUM,b01nc071uv,1050,-0.3899596,-0.5138464,-0.946014,-0.3533175,-0.3095627,0,0,-0.8026057,-0.342439,0,-0.4393553
"ALIENWARE FHD 15.6-INCH GAMING LAPTOP (INTEL CORE I7 4710HQ, 16 GB RAM, 1 TB HDD + 128 GB SSD, SILVER AND BLACK) NVIDIA GEFORCE GTX 970M WITH 3GB GDDR5",b00xqxz41s,1051,0.309642,0.300192,0,0.652106,0,0.984517,0,0,0,0.994606,-0.3336113
"2021 HP PAVILION 15.6"" FHD GAMING LAPTOP COMPUTER, 9TH GEN INTEL CORE I5-9300H, 16GB RAM, 1TB HDD+256GB SSD, BACKLIT KB, B&O AUDIO, HD WEBCAM, NVIDIA GEFORCE GTX 1650, WINDOWS 10, BLACK, 32GB USB CARD",b08fl3nmmq,1052,0.960382,-0.886484,0,0.974136,0,0,0,0,0,0,0
"HP ENVY 17.3"" TOUCHSCREEN IPS FHD LAPTOP, I7-10510U UP TO 4.90 GHZ, NVIDIA MX250 GRAPHICS, 32GB RAM, 1TB SSD, USB-C/DP, BACKLIT, FP READER, DVD-RW, RJ-45 ETHERNET, WIN 10 (RENEWED)",b0881yj1mf,1053,-0.5753004,-0.972337,0,-0.0991345,0,0,-0.968918,0,0,-0.9057,-0.898955
"ASUS ROG STRIX SCAR 15 (2021) GAMING LAPTOP, 15.6"" 300HZ IPS 3MS FHD, AMD RYZEN 7 5800H, OPTI-MECHANICAL PER-KEY RGB KEYBOARD, HDMI, USB-C, NVIDIA GEFORCE RTX 3080, 16GB DDR4, 1TB PCIE SSD, WINDOWS 10",b093yfmmf8,1054,0,0,0,0,0,0,0,0,0,0,-0.676987
"ELUKTRONICS MECH-15 G3 (2021) 15.6"" NVIDIA GEFORCE RTX 3070 GAMING LAPTOP, AMD RYZEN 9 5900HX, 15.6 INCH QHD DISPLAY, 1TB PCIE SSD, 32GB DDR4 RAM, MECHANICAL KEYBOARD, 94WHR BATTERY, WINDOWS 10 HOME",b09cgj38q6,1055,0,0,0,0,0.997828,0.997317,0,0,0,0,0
"NEW! HP ENVY DV7T LAPTOP PC, INTEL 3RD GEN QUAD CORE I7-3630QM, 1.5TB (DUAL 750GB 7200RPM) HARD DRIVES PLUS 32GB MSSD HARD DRIVE ACCELERATION, 17.3"" 1080P FULL HD ANTI-GLARE DISPLAY, 8GB DDR3 1600MHZ RAM, 2GB GDDR5 NVIDIA GEFORCE GT GRAPHICS, BLU-RAY WITH SUPERMULTI DVD BURNER, BACKLIT KEYBOARD, 9 CELL EXTENDED LIFE BATTERY, INTEGRATED WIRELESS-N AND BLUETOOTH 4.0, WINDOWS 8, MIDNIGHT BLACK COLOR, 2 YEAR HP WARRANTY; DV7-7200 SERIES",b00a674nqy,1056,0.984435,0.986999,0,0.985832,0,0,0.9920115,0,0,-0.691582,0.9866065
CUK MSI GT72 DOMINATOR 17.3-INCH INTEL SKYLAKE I7-6820HK 16GB 128GB SSD + 1TB HDD NVIDIA GTX 970M 3GB WINDOWS 10 FULL HD GAMING LAPTOP COMPUTER,b00yeyi03c,1057,0.996228,0,0,0,0.97285,0,0,0,0,0,0.994903
"MSI GE66 RAIDER GAMING LAPTOP: 15.6"" 240HZ DISPLAY, INTEL CORE I7-10750H, NVIDIA GEFORCE RTX 2070 SUPER, 32GB RAM, 1TB NVME SSD, WIN10, BLACK (10SFS-670)",b08z7r21zn,1058,0.5605848,-0.975901,0,0.4508295,0.4673093,0,-0.973158,-0.78461,0,0.797208,0.5994702
ACER 15.6" ASPIRE INTEL CORE I5 7TH GEN 7200U 2.50GHZ NVIDIA GEFORCE GTX 950M 8GB DDR4 MEMORY 128GB SSD 1TB HDD WINDOWS GAMING LAPTOP MODEL E5-575G-562T,b072bgmlj6,1059,0.0195805,0,0.989226,0.972826,0.76714,0,0.002396,0,0,0,0.963145
"2019 NEWEST HP PROBOOK 470 G5 17.3 HD+ FLAGSHIP PREMIUM BUSINESS LAPTOP NOTEBOOK, INTEL 4-CORE I7-8550U, 16GB RAM, 512GB SSD, NVIDIA GEFORCE 930MX, BLUETOOTH, WEBCAM, WIN 10 PRO W/ GM ACCESSORIES",b07st31tbh,1060,0.948267,0,0,0.3304927,0.99347,0,0,0,0,0.975198,0.989641
"ASUS ROG ZEPHYRUS S LAPTOP- 15.6"" 144 HZ, INTEL CORE I7 8TH GEN 8750H 2.2GHZ NVIDIA, GEFORCE GTX 1060 16GB MEMORY 512GB PCIE (NVME) SSD, WINDOWS 10 HOME 64-BIT MODEL GX531GM-DH74",b07hs25982,1061,0.4023677,0.5290908,-0.981504,-0.2697583,0.3601167,0.496938,-0.879895,0.661011,0.669949,0.335277,0.0261562
"DELL INSPIRON 7000 RED 15.6"" FULL HD FLAGSHIP LAPTOP PC, INTEL CORE I7-6700HQ QUAD-CORE, NVIDIA GEFORCE GTX 960M WITH 4GB DDR5, 16GB RAM, 1TB HDD+8GB SSD, HDMI, USB 3.0, WINDOWS 10",b0742y2k12,1062,0,0,-0.984461,0,0,0,0,0,0,0,0
"DELL G3 GAMING LAPTOP 15.6"" FULL HD, INTEL CORE I5-8300H, NVIDIA GEFORCE GTX 1050 4GB, 1TB HDD, 8GB RAM, WINDOWS 10 - BLACK",b07hqqzz3n,1063,-0.3214857,-0.116069,-0.055183,0.993075,0.9471075,0.763395,0,0,0,0,0.00873
"ASUS ROG ZEPHYRUS GAMING LAPTOP 2022 NEWEST, 14 INCH FHD 144HZ, AMD RYZEN 7 5800HS, 40GB RAM, 2TB SSD, NVIDIA GEFORCE RTX 3060, BACKLIT KEYBOARD, WIFI 6, WINDOWS 11 HOME, BUNDLE WITH JAWFOAL",b094h2wtvy,1064,-0.760656,-0.753543,-0.804544,-0.757914,-0.718902,-0.751659,-0.754668,-0.768676,-0.748581,-0.795853,-0.759225
"RAZER BLADE 15 GAMING LAPTOP: INTEL CORE I7-8750H 6 CORE, NVIDIA GEFORCE RTX 2080 MAX-Q, 15.6"" FHD 144HZ, 16GB RAM, 512GB SSD, CNC ALUMINUM, CHROMA RGB LIGHTING, THUNDERBOLT 3",b07mk77vxz,1065,-0.0573916,-0.1148219,0.010726,-0.1896481,0.426631,-0.3746278,-0.776841,-0.5698062,-0.198437,-0.1502809,-0.5438567
"DELL PRECISION 7520 MOBILE 15.6 WORKSTATION, QUAD I7 6920HQ 2.9GHZ, 32GB DDR4, 1TB M.2 SSD, FULL HD 1080P, NVIDIA QUADRO M2200 4GB, THUNDERBOLT 3, WEBCAM, WINDOWS 10 PRO (RENEWED)",b09j6ccdr5,1066,0.995141,0.993306,0,0,0.565078,0,-0.946646,0,0,0,0.991582
"LENOVO IDEAPAD FLEX-15IML 15"" FULL HD TOUCHSCREEN NOTEBOOK COMPUTER, INTEL CORE I7-10510U 1.8GHZ, 16GB RAM, 512GB SSD, NVIDIA GEFORCE MX230 2GB, WINDOWS 10 HOME - REFURBISHED",b08195t1gv,1067,-0.067697,-0.98049,0.262882,-0.0068699,0,0,0,0,-0.985123,-0.921422,0.2387154
2019 ACER PREDATOR HELIOS 15.6" FULL HD IPS VR READY GAMING LAPTOP | INTEL SIX-CORE I7-8700H | 32GB RAM | 256GB SSD BOOT + 1TB HDD | NVIDIA GEFORCE GTX 1060 6GB | RED BACKLIT KEYBOARD | WINDOWS 10,b07l9s4fxl,1068,0.995152,0,0,0,0.886789,0,0,0.982646,0,0,0
"LENOVO IDEAPAD L340 17.3??? GAMING LAPTOP, INTEL CORE I7-9750H, 8GB RAM,512GB M.2 NVME QLC SSD, NVIDIA GEFORCE GTX 1650 4GB GDDR5,6.5 HOURS BATTERY LIFE",b081p23whj,1069,0.3913597,0.082162,0.677155,0.9214885,0.376372,0.4982857,-0.989144,0,0,0,0.3936012
"ASUS ROG STRIX SCAR 17 GAMING LAPTOP, 17.3??? 300HZ FHD IPS TYPE DISPLAY, NVIDIA GEFORCE RTX 2080 SUPER, INTEL CORE I9-10980HK, 16GB DDR4, 512GB PCIE SSD, PER-KEY RGB KEYBOARD, WIN10 PRO, G732LXS-XS94",b0876l89tz,1070,-0.8683093,-0.8743625,-0.90124,0,-0.918719,0,0,0,0,0,0
"NEW DELL XPS 17 9700 17 INCH UHD PLUS LAPTOP (SILVER) INTEL I9-10885H 10TH GEN, 32GB DDR4 RAM, 1TB SSD, NVIDIA GEFORCE RTX 2060 6GB GDDR6, WINDOWS 10 HOME, 17-30.99 INCHES (RENEWED)",b08tw8yvfy,1071,-0.984019,-0.973508,-0.996762,0,0,0,-0.99621,0,-0.97229,0,0
"2021 ASUS ROG ZEPHYRUS G14 14"" FHD 120HZ PREMIUM GAMING LAPTOP, AMD 8-CORE RYZEN 9 4900HS, 16GB RAM, 1TB PCIE SSD, NVIDIA GEFORCE RTX 2060 6GB GDDR6, BACKLIT KEYBOARD, WINDOWS 10, MOONLIGHT WHITE",b08tm8txhx,1072,0,0,0,0,0,0,0,0,0,0,0
"ASUS PROART STUDIOBOOK PRO 16 OLED LAPTOP, 16??? 3840X2400 OLED DISPLAY, INTEL XEON W-11955M, 64GB DDR4, 4TB PCIE SSD, NVIDIA RTX A5000, WINDOWS 11 PRO, W7600H5A-XH99, STAR BLACK",b09nwfsdvn,1073,-0.195522,-0.8647195,-0.924882,0,0,0.99197,0,0,0,0.533978,-0.984607
"ACER PREDATOR HELIOS 300 I7-10750H, NVIDIA GEFORCE RTX 2060 6GB, 15.6"" FULL HD 144HZ 3MS IPS DISPLAY, 16GB DUAL-CHANNEL DDR4, 512GB NVME SSD PH315-53-72XD (RENEWED)",b08dp5l6g4,1074,-0.759022,-0.509387,0,0,0.986998,-0.543159,-0.002107,-0.579193,0.72634,0,0
"NEWEST DELL G3 17.3"" FHD HIGH PERFORMANCE GAMING LAPTOP, INTEL QUAD CORE I5-8300H UP TO 4.0GHZ, 8GB RAM, 1TB HDD, NVIDIA GEFORCE GTX 1050 4GB GDDR5, BACKLIT KEYBOARD, WINDOWS 10",b07v2sbjrx,1075,-0.1610928,-0.8895247,-0.920211,-0.932216,0,0,0,0,0,-0.698298,-0.2396623
"ACER PREDATOR TRITON 300 GAMING LAPTOP 2021, INTEL I7-10750H, NVIDIA GEFORCE RTX 2070, 15.6"" FULL HD IPS 144HZ IPS DISPLAY, 16GB DDR4 RAM, 1TB NVME SSD, KILLER WI-FI, RGB BACKLIT KB +OYDISEN CLOTH",b08wcp7m1g,1076,0.9755575,0,0,0,0.754185,0.997292,0,-0.933086,0.964404,0,0.987061
"ASUS N56JN-DB73 LAPTOP: INTEL 4TH GENERATION CORE I7-4710HQ 2.5GHZ HASWELL, 15.6"" FHD (19201080), 12GB DDR3L RAM, 1TB HDD, BLUETOOTH 4.0, BLU-RAY WRITER, NVIDIA GT840M 4GB DDR3 GRAPHICS CARD, WINDOWS 8.1, BLACK ALUMINUM",b00sb73qdw,1077,0.476126,0.97797,0.703519,0.975693,0.926121,0,0.984709,0,0,0,-0.0924175
"LENOVO THINKPAD P51 15.6'' MOBILE WORKSTATION LAPTOP (INTEL I7 QUAD CORE PROCESSOR, 64GB RAM, 1TB SSD, 15.6 INCH FHD 1920X1080 IPS DISPLAY, NVIDIA QUADRO M1200M, FINGERPRINT, WIN 10 PRO)",b072ng2hzz,1078,-0.691571,-0.612248,-0.730249,-0.717653,0,0,0,0,-0.725308,-0.734955,0.1043415
GIGABYTE P55WR7-KL3 15.6" NOTEBOOK FHD IPS 7TH GEN INTEL KABYLAKE I7-7700HQ NVIDIA GEFORCE GTX 1060 GDDR5 6GB VRAM DDR4 2400 16GX1 RAM M.2 SATA 256GB SSD 1TB 7200RPM HDD WINDOWS 10 GAMING LAPTOP,b06xfxl86w,1079,0.4027126,0.000617,-0.3590007,-0.1397234,0.3286946,0.0111202,-0.403053,0.244615,0.5007686,0.247704,0.5167
"HP OMEN 15-DH1054NR 15.6"" GAMING LAPTOP; I7-10750H, 16GB DDR4 MEMORY, 512GB SSD, NVIDIA GEFORCE 1660TI (RENEWED)",b08t5trbzg,1080,0.985597,0.985064,0,0,0,0,0,0,0,0,0
CUSTOM MSI GS60 GHOST PRO 4K-605-2X256 15.6" 4K UHD GAMING NOTEBOOK / UPGRADED 2X 256GB SSD / INTEL I7-5700HQ / NVIDIA GTX 970M,b00yz4cag4,1081,0.95427,0.920657,0,0.955824,0,0,0,0,0,0.931072,0.943216
"HP 2018 PAVILION 15.6"" FHD FLAGSHIP BACKLIT KEYBOARD GAMING LAPTOP PC, INTEL 8TH GEN CORE I7-8550U QUAD-CORE, 8GB DDR4, 2TB HDD, NVIDIA GEFORCE 940MX GRAPHICS WITH 4GB DDR3, WINDOWS 10",b077g8ww17,1082,0.0096785,0,0,0,-0.972988,0,0,0,0,0,0
